CustomerKey|SalesAmount|Awarded|PointAwardedinReturnTrnx|Used|TotalAwarded|TotalUsed|JuneEndUsed|DecEndUsed|PointUsageinCampaignPeriods
2432|445,9|2,23|0|0|2,23|0|0|0|0
2433|4109,19|35,5597|0|62,53|35,5597|62,53|0|54,28|0,868
2434|725,21|5,11|0|0|5,11|0|0|0|0
2437|604,77|4,1499|0|0|4,1499|0|0|0|0
2438|5285,25|53,4299|0|0|53,4299|0|0|0|0
2442|959,75|9,6001|0|0|9,6001|0|0|0|0
2443|862,09|4,83|0|0|4,83|0|0|0|0
2444|492,44|3,17|0|0|3,17|0|0|0|0
2447|284,95|2,85|0|0|2,85|0|0|0|0
2448|4682,9|25,85|0|0|25,85|0|0|0|0
2449|289,91|1,45|0|0|1,45|0|0|0|0
2451|246,81|2,4701|0|0|2,4701|0|0|0|0
2453|830,51|5,53|0|0|5,53|0|0|0|0
2455|125,25|0,58|0|0|0,58|0|0|0|0
2456|3325,5|17,9397|0|0|17,9397|0|0|0|0
2457|887,44|5,63|0|0|5,63|0|0|0|0
2458|4118,96|28,0899|0|0|28,0899|0|0|0|0
2459|2032,23|12,73|0|0|12,73|0|0|0|0
2462|249,91|1,25|0|0|1,25|0|0|0|0
2463|309,7|1,55|0|0|1,55|0|0|0|0
2464|351,9|1,76|0|0|1,76|0|0|0|0
2471|923,23|6,9|0|0|6,9|0|0|0|0
2472|1737,42|9,8399|0|0|9,8399|0|0|0|0
2473|1367,26|8,66|0|0|8,66|0|0|0|0
2474|311,9|2,5999|0|0|2,5999|0|0|0|0
2475|8227,74|55,76|0|0|55,76|0|0|0|0
2479|189,91|0,95|0|0|0,95|0|0|0|0
2483|757,79|6,23|0|12|6,23|12|0|12|1
2484|259,95|1,3|0|0|1,3|0|0|0|0
2485|1339,14|9,78|0|0|9,78|0|0|0|0
2486|2088,37|16,19|0|0|16,19|0|0|0|0
2488|2484,45|12,4299|0|0|12,4299|0|0|0|0
2490|1819,72|13,85|0|0|13,85|0|0|0|0
2491|309,66|1,93|0|0|1,93|0|0|0|0
2492|1452,51|7,2601|0|0|7,2601|0|0|0|0
2493|1507,92|10,8798|0|0|10,8798|0|0|0|0
2494|384,91|2,58|0|0|2,58|0|0|0|0
2495|1217,73|6,09|0|0,25|6,09|0,25|0|0,25|1
2496|209,91|1,3|0|0|1,3|0|0|0|0
2497|1489,74|8,47|0|0|8,47|0|0|0|0
2499|255,97|1,28|0|0|1,28|0|0|0|0
2500|3115,29|19,33|0|0|19,33|0|0|0|0
2502|880,63|7,5099|0|0|7,5099|0|0|0|0
2503|1036,23|10,3599|0|0|10,3599|0|0|0|0
2505|1315,11|9,6899|0|0|9,6899|0|0|0|0
2507|1271,89|12,24|0|0|12,24|0|0|0|0
2509|1459,64|7,2999|0|0|7,2999|0|0|0|0
2511|3121,09|16,8001|0|0|16,8001|0|0|0|0
2512|3042,96|17,2299|0|0|17,2299|0|0|0|0
2513|873,63|5,1999|0|0|5,1999|0|0|0|0
2517|2088,73|15,03|0|0|15,03|0|0|0|0
2518|379,14|3,14|0|0|3,14|0|0|0|0
2521|79,95|0,4|0|0|0,4|0|0|0|0
2523|2719,98|19,6798|0|5,89|19,6798|5,89|0|0|0
2524|801,2|7,4099|0|0|7,4099|0|0|0|0
2525|209,89|1,6|0|0|1,6|0|0|0|0
2526|1639,35|17,6701|0|0|17,6701|0|0|0|0
2527|3812,93|19,2901|0|0|19,2901|0|0|0|0
2528|157,6|0,8001|0|0|0,8001|0|0|0|0
2531|1585,83|28,0401|0|0|28,0401|0|0|0|0
2533|429,26|2,44|0|0|2,44|0|0|0|0
2534|161,45|1,61|0|0|1,61|0|0|0|0
2538|1901,58|15,14|0|0|15,14|0|0|0|0
2540|1089,21|10,8899|0|0|10,8899|0|0|0|0
2541|601,7|3,0099|0|0|3,0099|0|0|0|0
2543|6197,92|43,1399|0|0|43,1399|0|0|0|0
2545|10451,03|60,4298|0|35,79|60,4298|35,79|0|35,79|1
2548|5410,29|32,1598|0|0|32,1598|0|0|0|0
2549|2959,09|14,9198|0|0|14,9198|0|0|0|0
2551|733,09|5,35|0|6,64|5,35|6,64|0|6,64|1
2552|1325,59|8,01|0|0|8,01|0|0|0|0
2554|911,81|9,1101|0|0|9,1101|0|0|0|0
2555|772,43|3,86|0|3,24|3,86|3,24|0|3,24|1
2556|1744,46|10,7302|0|0|10,7302|0|0|0|0
2557|1149,58|8,9801|0|0|8,9801|0|0|0|0
2558|2166,03|12,99|0|0|12,99|0|0|0|0
2562|127,98|0,64|0|0|0,64|0|0|0|0
2564|747,87|3,7399|0|0|3,7399|0|0|0|0
2566|2298,49|11,4797|0|0|11,4797|0|0|0|0
2570|274,47|2,74|0|0|2,74|0|0|0|0
2571|1129,71|5,65|0|0|5,65|0|0|0|0
2573|29,99|0|0|0|0|0|0|0|0
2574|319,84|1,6|0|0|1,6|0|0|0|0
2575|3262,16|18,67|0|2,37|18,67|2,37|0|0|0
2578|974,64|7,13|0|0|7,13|0|0|0|0
2579|5935,35|31,5398|0|18,17|31,5398|18,17|0|0|0
2580|3806,13|21,82|0|28,0501|21,82|28,0501|13|0|0,4634
2581|2816,21|15,93|0|9,92|15,93|9,92|0|0|0
2582|745,71|4,7499|0|0|4,7499|0|0|0|0
2584|409,85|2,0499|0|0|2,0499|0|0|0|0
2588|97,86|0,4899|0|0|0,4899|0|0|0|0
2591|914,76|4,57|0|0|4,57|0|0|0|0
2592|699,83|3,4999|0|0|3,4999|0|0|0|0
2596|1206,73|6,04|0|4,83|6,04|4,83|2,53|0|0,5238
2599|271,92|1,36|0|0|1,36|0|0|0|0
2601|2047,06|12,84|0|0|12,84|0|0|0|0
2607|1075,91|5,38|0|0|5,38|0|0|0|0
2610|493,85|7,4101|0|0|7,4101|0|0|0|0
2613|1353,87|9,04|0|0|9,04|0|0|0|0
2619|331,04|3,7701|0|0|3,7701|0|0|0|0
2620|97,98|0,49|0|0|0,49|0|0|0|0
2622|669,88|3,87|0|0|3,87|0|0|0|0
2623|3114,36|18,23|0|0|18,23|0|0|0|0
2624|469,97|2,35|0|0|2,35|0|0|0|0
2626|284,87|1,4201|0|0|1,4201|0|0|0|0
2627|289,87|1,4499|0|0|1,4499|0|0|0|0
2628|1113,7|5,57|0|0|5,57|0|0|0|0
2629|477,87|2,3899|0|0|2,3899|0|0|0|0
2630|3554,8|20,52|0|0|20,52|0|0|0|0
2632|3909,31|21,4|0|8,6|21,4|8,6|8,6|0|1
2633|403,57|4,04|0|0|4,04|0|0|0|0
2634|432,41|3,0098|0|0|3,0098|0|0|0|0
2635|467,87|2,34|0|0|2,34|0|0|0|0
2638|1088,56|10,88|0|4,05|10,88|4,05|0|4,05|1
2640|951,85|6,03|0|0|6,03|0|0|0|0
2641|5682,27|50,8699|0|32,6701|50,8699|32,6701|0|0|0
2645|189,94|0,95|0|0|0,95|0|0|0|0
2649|1093,2|5,87|0|0|5,87|0|0|0|0
2650|1427,57|57,1398|0|0|57,1398|0|0|0|0
2652|8500,03|59,3601|0|25,19|59,3601|25,19|0|0|0
2653|809,72|4,05|0|0|4,05|0|0|0|0
2655|1301,62|8,8598|0|0|8,8598|0|0|0|0
2656|998,73|9,09|0|0|9,09|0|0|0|0
2657|399,63|4|0|0|4|0|0|0|0
2659|819,78|4,1|0|0|4,1|0|0|0|0
2660|3257,03|20,9797|0|0|20,9797|0|0|0|0
2661|750,63|3,7499|0|0|3,7499|0|0|0|0
2662|538,64|1,04|0|0|1,04|0|0|0|0
2663|1815,42|8,5299|0|0|8,5299|0|0|0|0
2665|542,95|5,43|0|0|5,43|0|0|0|0
2667|2128,1|12,34|0|0|12,34|0|0|0|0
2669|1786,95|10,8198|0|0|10,8198|0|0|0|0
2670|9553,94|86,3997|0|24,61|86,3997|24,61|24,61|0|1
2671|9454,78|68,1597|0|22,9|68,1597|22,9|0|22,9|1
2672|873,86|4,37|0|0|4,37|0|0|0|0
2675|292,42|2,92|0|0|2,92|0|0|0|0
2676|67,99|0,68|0|0|0,68|0|0|0|0
2680|1055,15|5,2799|0|0|5,2799|0|0|0|0
2681|1782,76|10,0698|0|0|10,0698|0|0|0|0
2685|2426,75|15,15|0|8,31|15,15|8,31|0|8,31|1
2686|2226,26|11,1202|0|0|11,1202|0|0|0|0
2687|1689,25|14,1099|0|1,78|14,1099|1,78|0|1,78|1
2689|3303,99|25,0001|0|22,24|25,0001|22,24|0|0|0
2691|288,88|1,44|0|0|1,44|0|0|0|0
2693|1426,44|7,2701|0|50,26|7,2701|50,26|0|40|0,7958
2694|496,66|4,74|0|0|4,74|0|0|0|0
2696|3437,22|23,8597|0|0|23,8597|0|0|0|0
2697|1799,79|9|0|0|9|0|0|0|0
2699|3782,34|25,07|0|14,48|25,07|14,48|0|0|0
2701|1004,45|5,0201|0|0|5,0201|0|0|0|0
2703|2418,71|15,3098|0|0|15,3098|0|0|0|0
2704|1395,56|10,7799|0|6,94|10,7799|6,94|0|0|0
2706|569,75|2,85|0|0|2,85|0|0|0|0
2709|159,92|0,7999|0|0|0,7999|0|0|0|0
2713|251,92|1,26|0|0|1,26|0|0|0|0
2714|457,23|4,5799|0|0|4,5799|0|0|0|0
2715|239,9|1,2|0|0|1,2|0|0|0|0
2717|787,71|3,9399|0|0|3,9399|0|0|0|0
2719|3114,94|20,08|0|0|20,08|0|0|0|0
2720|819,76|4,75|0|0|4,75|0|0|0|0
2721|493,74|3,78|0|0|3,78|0|0|0|0
2722|849,83|4,25|0|0|4,25|0|0|0|0
2725|369,93|1,85|0|0|1,85|0|0|0|0
2726|59,95|0,3|0|0|0,3|0|0|0|0
2727|3545,49|28,9101|0|21,39|28,9101|21,39|0|0|0
2728|1559,29|12,3799|0|5|12,3799|5|0|0|0
2730|3701,16|21,0299|0|10,68|21,0299|10,68|0|0|0
2731|799,88|3,9999|0|0|3,9999|0|0|0|0
2732|397,83|0,64|0|0|0,64|0|0|0|0
2733|174,96|0,87|0|0|0,87|0|0|0|0
2734|3303,8|23,2999|0|0|23,2999|0|0|0|0
2736|299,22|2,99|0|0|2,99|0|0|0|0
2743|671,81|3,3601|0|0|3,3601|0|0|0|0
2744|175,95|0,88|0|0|0,88|0|0|0|0
2746|10372,7|78,3502|0|5,35|78,3502|5,35|0|0|0
2747|4336,1|35,4799|0|26,8501|35,4799|26,8501|0|0|0
2748|38253,15|364,5606|0|227,6598|364,5606|227,6598|25,51|13,8099|0,1727
2749|249,85|2,4999|0|0|2,4999|0|0|0|0
2750|2493,56|21,66|0|0|21,66|0|0|0|0
2753|549,81|2,75|0|0|2,75|0|0|0|0
2754|439,8|2,7|0|0|2,7|0|0|0|0
2755|2507,14|14,0897|0|6|14,0897|6|0|0|0
2757|471,9|2,36|0|0|2,36|0|0|0|0
2758|2969,35|17,1399|0|2,62|17,1399|2,62|0|0|0
2759|4222,62|21,11|0|0|21,11|0|0|0|0
2760|1634|8,91|0|3,35|8,91|3,35|0|3,35|1
2763|339,87|1,6999|0|0|1,6999|0|0|0|0
2767|289,77|1,45|0|0|1,45|0|0|0|0
2768|1442,3|14,9199|0|11,04|14,9199|11,04|0|0|0
2769|2075,87|12,89|0|7,2|12,89|7,2|0|0|0
2772|962,23|5,64|0|0|5,64|0|0|0|0
2773|1947,24|9,7298|0|0|9,7298|0|0|0|0
2775|1108,68|6,2999|0|0|6,2999|0|0|0|0
2776|339,87|1,6999|0|0|1,6999|0|0|0|0
2780|62,99|0,31|0|0|0,31|0|0|0|0
2782|129,99|0,65|0|0|0,65|0|0|0|0
2784|2589,2|16,6401|0|0|16,6401|0|0|0|0
2785|1459,78|7,3|0|0|7,3|0|0|0|0
2788|1852,73|9,1701|0|20,84|9,1701|20,84|0|20,84|1
2790|2175,87|14,88|0|4,5|14,88|4,5|0|0|0
2791|163,96|0,82|0|0|0,82|0|0|0|0
2792|549,79|4,95|0|0|4,95|0|0|0|0
2793|923,79|6,1798|0|0|6,1798|0|0|0|0
2794|3543,92|44,2701|0|34,88|44,2701|34,88|0|34,88|1
2795|169,9|0,92|0|0|0,92|0|0|0|0
2797|930,42|6,27|0|0|6,27|0|0|0|0
2798|536,69|3,21|0|0|3,21|0|0|0|0
2801|6956,57|46,6899|0|17,96|46,6899|17,96|0|0|0
2803|179,95|0,9|0|0|0,9|0|0|0|0
2809|817,78|4,0898|0|0|4,0898|0|0|0|0
2811|4645,79|26,0396|0|9,58|26,0396|9,58|0|0|0
2816|1832,33|9,1599|0|4,35|9,1599|4,35|0|4,35|1
2817|688,71|3,4399|0|0|3,4399|0|0|0|0
2818|2639,29|16,2999|0|0|16,2999|0|0|0|0
2819|675,69|5,22|0|0|5,22|0|0|0|0
2822|3972,93|22,6401|0|21,83|22,6401|21,83|0|0|0
2823|487,28|4,87|0|0|4,87|0|0|0|0
2826|308,91|2,57|0|0|2,57|0|0|0|0
2828|6379,29|48,4597|0|38,26|48,4597|38,26|5|0|0,1306
2830|4839,18|28,3398|0|0|28,3398|0|0|0|0
2831|26921,4|196,7199|0|238,63|196,7199|238,63|0|52,34|0,2193
2832|660,38|5,1|0|0|5,1|0|0|0|0
2836|572,89|6,31|0|0|6,31|0|0|0|0
2837|3281,11|24,5796|0|19,08|24,5796|19,08|0|0|0
2838|1014,86|8,8|0|0|8,8|0|0|0|0
2839|2271,36|16,9|0|0|16,9|0|0|0|0
2844|506,76|3,48|0|0|3,48|0|0|0|0
2845|99,99|0,5|0|0|0,5|0|0|0|0
2846|2185,16|13,4401|0|6,2|13,4401|6,2|0|6,2|1
2847|359,9|2,6|0|0|2,6|0|0|0|0
2848|3329,25|26,9101|0|0|26,9101|0|0|0|0
2850|99,99|0,5|0|0|0,5|0|0|0|0
2856|5461,62|44,6201|0|15,42|44,6201|15,42|0|6,48|0,4202
2858|522,11|2,7|0|0|2,7|0|0|0|0
2860|12631,98|82,8402|0|6,0001|82,8402|6,0001|0|6,0001|1
2863|2136,95|13,97|0|0|13,97|0|0|0|0
2868|1068,6|8,0502|0|0|8,0502|0|0|0|0
2871|816,85|5,8|0|6,9|5,8|6,9|6,9|0|1
2873|1703,3|9,6398|0|7,12|9,6398|7,12|0|1,12|0,1573
2874|1051,82|6,2599|0|0|6,2599|0|0|0|0
2876|2711,26|15,1899|0|6|15,1899|6|0|0|0
2877|731,63|5,4|0|0|5,4|0|0|0|0
2879|487,96|4,24|0|0|4,24|0|0|0|0
2886|229,95|1,15|0|0|1,15|0|0|0|0
2887|315,38|2,85|0|0|2,85|0|0|0|0
2889|4958,29|41,9902|0|0|41,9902|0|0|0|0
2890|1610,45|11,79|0|0|11,79|0|0|0|0
2891|909,86|4,1201|0|0|4,1201|0|0|0|0
2896|1169,21|8,2198|0|0|8,2198|0|0|0|0
2897|5359,8|38,5798|0|0|38,5798|0|0|0|0
2900|6019,3|38,6304|0|24,0001|38,6304|24,0001|0|24,0001|1
2902|951,71|5,76|0|0|5,76|0|0|0|0
2905|109,9|0,55|0|0|0,55|0|0|0|0
2906|933,16|6,7901|0|0|6,7901|0|0|0|0
2910|9377,61|54,3593|0|44,61|54,3593|44,61|0|0|0
2911|449,53|2,2501|0|0|2,2501|0|0|0|0
2912|429,67|2,15|0|0|2,15|0|0|0|0
2913|1959,59|15,0998|0|0|15,0998|0|0|0|0
2914|4770,67|32,4001|0|0|32,4001|0|0|0|0
2915|116,39|0,92|0|0|0,92|0|0|0|0
2921|1170,26|10,43|0|0|10,43|0|0|0|0
2923|1490,01|10,34|0|0|10,34|0|0|0|0
2926|1260,9|9,29|0|5,4|9,29|5,4|0|0|0
2928|575,76|4,21|0|0|4,21|0|0|0|0
2929|1048,73|9,3699|0|0|9,3699|0|0|0|0
2930|207,92|1,04|0|0|1,04|0|0|0|0
2931|701,92|3,51|0|0|3,51|0|0|0|0
2932|471,9|2,3601|0|0|2,3601|0|0|0|0
2934|79,9|0,4|0|0|0,4|0|0|0|0
2936|243,12|2,48|0|0|2,48|0|0|0|0
2938|3653,46|18,2799|0|55,6201|18,2799|55,6201|0|14,6201|0,2628
2939|935,13|4,6799|0|0|4,6799|0|0|0|0
2942|2043,07|12,39|0|0|12,39|0|0|0|0
2943|47,49|0,47|0|0|0,47|0|0|0|0
2944|159,52|1,6|0|0|1,6|0|0|0|0
2946|517,83|2,5898|0|0|2,5898|0|0|0|0
2949|1015,53|8,3799|0|0|8,3799|0|0|0|0
2953|175,87|1,2799|0|0|1,2799|0|0|0|0
2955|629,82|3,15|0|0|3,15|0|0|0|0
2957|2078,68|17,3401|0|11,79|17,3401|11,79|0|4,97|0,4215
2960|8556,5|68,0495|0|44|68,0495|44|0|0|0
2961|279,98|1,4|0|0|1,4|0|0|0|0
2962|812,82|5,68|0|0|5,68|0|0|0|0
2965|3154,36|16,9998|0|0|16,9998|0|0|0|0
2966|1435,58|2,5999|0|0|2,5999|0|0|0|0
2967|279,99|1,3999|0|0|1,3999|0|0|0|0
2968|904,82|4,52|0|0|4,52|0|0|0|0
2969|1139,35|8,8099|0|0|8,8099|0|0|0|0
2970|279,88|1,4|0|0|1,4|0|0|0|0
2971|159,95|0,8|0|0|0,8|0|0|0|0
2972|599,04|5,99|0|0|5,99|0|0|0|0
2974|1410,5|7,0501|0|0|7,0501|0|0|0|0
2978|1791,19|13,95|0|0|13,95|0|0|0|0
2980|2394,18|12,07|0|0|12,07|0|0|0|0
2982|1542,17|9,69|0|0|9,69|0|0|0|0
2984|853,87|4,2701|0|0|4,2701|0|0|0|0
2986|142,31|0,71|0|0|0,71|0|0|0|0
2987|1629,52|11|0|0|11|0|0|0|0
2991|199,95|1|0|0|1|0|0|0|0
2992|2440,04|12,6498|0|17,59|12,6498|17,59|0|0|0
2994|127,92|0,64|0|0|0,64|0|0|0|0
2995|5497,99|28,3004|0|0|28,3004|0|0|0|0
2996|1012,17|7,1499|0|2,8001|7,1499|2,8001|0|0|0
2997|113,95|1,14|0|0|1,14|0|0|0|0
2999|1819,27|15,3699|0|0|15,3699|0|0|0|0
3001|1378,73|8,4801|0|0|8,4801|0|0|0|0
3002|1730,17|12,27|0|0|12,27|0|0|0|0
3003|349,95|3,5|0|0|3,5|0|0|0|0
3006|356,81|1,7799|0|0|1,7799|0|0|0|0
3007|1323,28|7,8199|0|4,41|7,8199|4,41|0|4,41|1
3008|1494,51|10,9299|0|0|10,9299|0|0|0|0
3010|1203,12|8,97|0|0|8,97|0|0|0|0
3012|349,9|1,75|0|0|1,75|0|0|0|0
3015|5368,62|32,83|0|59,2|32,83|59,2|0|49,2|0,831
3019|5258,63|38,0303|0|0|38,0303|0|0|0|0
3023|6315,03|42,0097|0|0|42,0097|0|0|0|0
3024|399,87|2,7999|0|0|2,7999|0|0|0|0
3025|1333,25|7,76|0|0|7,76|0|0|0|0
3026|332,47|3,33|0|0|3,33|0|0|0|0
3027|3989,97|36,6199|0|22,38|36,6199|22,38|7,8|0|0,3485
3030|1396,68|8,1098|0|0|8,1098|0|0|0|0
3031|259,98|1,95|0|0|1,95|0|0|0|0
3034|2354,58|13,5001|0|0|13,5001|0|0|0|0
3036|386,36|4,68|0|0|4,68|0|0|0|0
3037|454,86|3,4|0|0|3,4|0|0|0|0
3039|89,9|0,45|0|0|0,45|0|0|0|0
3042|377,75|3,28|0|0|3,28|0|0|0|0
3043|79,99|0,4|0|0|0,4|0|0|0|0
3046|319,98|2,55|0|0|2,55|0|0|0|0
3047|2994,16|19,7298|0|14,9|19,7298|14,9|0|0|0
3048|2721,7|18,7197|0|14,23|18,7197|14,23|0|0|0
3051|1983,71|11,87|0|0|11,87|0|0|0|0
3053|1189,64|9,85|0|0|9,85|0|0|0|0
3054|1358,43|8,13|0|6,43|8,13|6,43|0|1,28|0,199
3056|105,26|0,53|0|0|0,53|0|0|0|0
3061|296,86|2,97|0|0|2,97|0|0|0|0
3063|212,46|1,06|0|0|1,06|0|0|0|0
3064|217,46|1,09|0|0|1,09|0|0|0|0
3072|539,9|2,7|0|0|2,7|0|0|0|0
3075|3521,7|23,1099|0|0|23,1099|0|0|0|0
3077|575,47|2,88|0|2,29|2,88|2,29|0|2,29|1
3078|5511,91|45,8495|0|20,6601|45,8495|20,6601|0|6,28|0,3039
3079|129,9|1,3|0|0|1,3|0|0|0|0
3083|1193,33|10,2398|0|7,81|10,2398|7,81|0|0|0
3084|84,99|0,42|0|0|0,42|0|0|0|0
3085|479,97|4,9501|0|0|4,9501|0|0|0|0
3088|137,92|0,69|0|0|0,69|0|0|0|0
3089|3316,26|20,2196|0|10,61|20,2196|10,61|0|0|0
3090|249,95|1,25|0|0|1,25|0|0|0|0
3091|169,9|1,7|0|0|1,7|0|0|0|0
3092|2508,63|17,1899|0|0|17,1899|0|0|0|0
3093|329,97|3,3|0|0|3,3|0|0|0|0
3095|990,5|7,2599|0|0|7,2599|0|0|0|0
3096|779,93|5,8|0|0|5,8|0|0|0|0
3097|3037,5|29,1801|0|0|29,1801|0|0|0|0
3098|588,94|2,94|0|0|2,94|0|0|0|0
3102|3222,77|16,5599|0|0|16,5599|0|0|0|0
3107|349,87|1,7499|0|0|1,7499|0|0|0|0
3113|3165,55|29,5598|0|6,49|29,5598|6,49|0|0|0
3115|2760,54|21,6398|0|0|21,6398|0|0|0|0
3117|1654,12|11,87|0|0|11,87|0|0|0|0
3118|701,57|5,18|0|0|5,18|0|0|0|0
3122|624,68|3,43|0|7,6|3,43|7,6|0|7,6|1
3124|79,99|0,8|0|0|0,8|0|0|0|0
3125|2266,07|20,4501|0|0|20,4501|0|0|0|0
3127|1655,96|12,56|0|0|12,56|0|0|0|0
3131|639,85|3,2|0|0|3,2|0|0|0|0
3132|379,91|1,9|0|0|1,9|0|0|0|0
3136|687,62|4,4399|0|0|4,4399|0|0|0|0
3137|216,48|1,41|0|0|1,41|0|0|0|0
3141|564,37|5,4|0|0|5,4|0|0|0|0
3144|62,95|0,63|0|0|0,63|0|0|0|0
3147|1932,19|13,76|0|0|13,76|0|0|0|0
3148|8017,82|52,9698|0|0|52,9698|0|0|0|0
3149|2304,19|23,0401|0|0|23,0401|0|0|0|0
3150|629,84|4,05|0|0|4,05|0|0|0|0
3151|149,95|0,75|0|0|0,75|0|0|0|0
3152|1598,58|2,4|0|0|2,4|0|0|0|0
3154|309,94|2,35|0|0|2,35|0|0|0|0
3156|11986,83|73,0101|0|25,1|73,0101|25,1|0|0|0
3157|2053,43|15,9699|0|0|15,9699|0|0|0|0
3158|221,51|1,72|0|0|1,72|0|0|0|0
3159|429,98|2,1499|0|0|2,1499|0|0|0|0
3160|2630,68|17,81|0|0|17,81|0|0|0|0
3161|1609,66|10,43|0|0|10,43|0|0|0|0
3164|742,39|6,3799|0|0|6,3799|0|0|0|0
3166|369,89|1,85|0|0|1,85|0|0|0|0
3167|2179,42|12,2|0|0|12,2|0|0|0|0
3168|4217,24|28,1104|0|7,6601|28,1104|7,6601|0|0|0
3170|1300,76|10,82|0|0|10,82|0|0|0|0
3171|369,81|1,85|0|0|1,85|0|0|0|0
3172|2526,39|11,8101|0|35,32|11,8101|35,32|0|0|0
3173|925,29|8,43|0|0|8,43|0|0|0|0
3174|344,8|2,17|0|0|2,17|0|0|0|0
3175|1905,03|13,6299|0|12,31|13,6299|12,31|0|0|0
3176|1290,1|8,7201|0|4|8,7201|4|0|0|0
3177|125,98|0|0|0|0|0|0|0|0
3178|164,92|1|0|0|1|0|0|0|0
3179|1268,77|7,9399|0|0|7,9399|0|0|0|0
3181|2854,64|20,8801|0|9|20,8801|9|0|0|0
3182|681,63|5,4101|0|0|5,4101|0|0|0|0
3184|3753,9|25,1199|0|0|25,1199|0|0|0|0
3185|189,95|0,95|0|0|0,95|0|0|0|0
3187|1603,91|8,0198|0|0|8,0198|0|0|0|0
3188|1414,04|8,64|0|0|8,64|0|0|0|0
3190|848,74|5,74|0|0|5,74|0|0|0|0
3194|1478,69|11,38|0|0|11,38|0|0|0|0
3195|425,45|4,2501|0|0|4,2501|0|0|0|0
3196|1089,74|5,2|0|0|5,2|0|0|0|0
3199|3394,78|19,7901|0|0|19,7901|0|0|0|0
3201|1118,39|10,39|0|0|10,39|0|0|0|0
3202|239,96|1,2|0|0|1,2|0|0|0|0
3205|3814,33|31,35|0|0|31,35|0|0|0|0
3206|169,95|0,85|0|0|0,85|0|0|0|0
3207|381,88|3,82|0|0|3,82|0|0|0|0
3208|1198,54|7,04|0|0|7,04|0|0|0|0
3212|11939,13|74,9695|0|19,85|74,9695|19,85|0|0|0
3216|109,95|0,55|0|0|0,55|0|0|0|0
3217|4642,32|32,1299|0|23,43|32,1299|23,43|5|0|0,2134
3219|472,23|4,73|0|0|4,73|0|0|0|0
3220|436,9|4,3701|0|0|4,3701|0|0|0|0
3222|753,14|3,76|0|0|3,76|0|0|0|0
3223|4443,97|28,06|0|11,58|28,06|11,58|0|0|0
3225|1781,13|8,6899|0|0|8,6899|0|0|0|0
3228|596,31|3,57|0|0|3,57|0|0|0|0
3231|686,65|5,26|0|1,23|5,26|1,23|0|0|0
3236|263,96|1,32|0|0|1,32|0|0|0|0
3237|1504,21|8,75|0|0|8,75|0|0|0|0
3238|2466,1|15,0299|0|0|15,0299|0|0|0|0
3239|1305,3|7,85|0|6|7,85|6|0|0|0
3240|3499,77|22,6304|0|0|22,6304|0|0|0|0
3241|612,76|4,2598|0|0|4,2598|0|0|0|0
3242|14608,62|99,2397|0|36|99,2397|36|0|0|0
3244|4380,43|27,31|0|0|27,31|0|0|0|0
3246|5728,79|29,4197|0|20|29,4197|20|0|0|0
3252|9460,47|47,3205|0|27,9999|47,3205|27,9999|0|0|0
3258|296,89|2,65|0|0|2,65|0|0|0|0
3259|7762,55|54,8207|0|25,9999|54,8207|25,9999|0|25,9999|1
3261|242,48|2,93|0|0|2,93|0|0|0|0
3267|5265,53|26,33|0|23,4|26,33|23,4|0|23,4|1
3268|2439,52|12,9902|0|49,9|12,9902|49,9|0|0|0
3269|1084,64|9,1499|0|0|9,1499|0|0|0|0
3271|188,46|1,54|0|0|1,54|0|0|0|0
3274|499,8|2,5|0|0|2,5|0|0|0|0
3275|2252,42|15,3399|0|0|15,3399|0|0|0|0
3276|109,95|0,55|0|0|0,55|0|0|0|0
3277|11032,76|61,2899|0|57,3701|61,2899|57,3701|0|0|0
3279|2040,52|11,8199|0|0|11,8199|0|0|0|0
3280|1886,68|11,7798|0|0|11,7798|0|0|0|0
3282|579,85|5,8|0|0|5,8|0|0|0|0
3285|661,39|5,02|0|0|5,02|0|0|0|0
3289|309,84|2,35|0|0|2,35|0|0|0|0
3292|364,95|0,98|0|0|0,98|0|0|0|0
3297|319,9|1,6|0|0|1,6|0|0|0|0
3298|87,95|0,88|0|0|0,88|0|0|0|0
3300|8506,14|61,0998|0|96,3703|61,0998|96,3703|0|11,4001|0,1182
3301|169,89|1,0499|0|0|1,0499|0|0|0|0
3302|10004,63|59,7595|0|0|59,7595|0|0|0|0
3305|919,68|6,7|0|0|6,7|0|0|0|0
3306|1098,76|6,0901|0|0|6,0901|0|0|0|0
3307|824,75|4,43|0|0|4,43|0|0|0|0
3310|1393,55|13,9401|0|0|13,9401|0|0|0|0
3314|179,95|0,9|0|0|0,9|0|0|0|0
3315|843,75|2,68|0|0|2,68|0|0|0|0
3316|209,92|2,1|0|0|2,1|0|0|0|0
3317|607,92|7,1701|0|0|7,1701|0|0|0|0
3318|1595,42|15,96|0|0|15,96|0|0|0|0
3322|115,88|1,16|0|0|1,16|0|0|0|0
3324|305,93|1,53|0|0|1,53|0|0|0|0
3327|519,89|5,2|0|0|5,2|0|0|0|0
3329|3027,53|19,4899|0|0|19,4899|0|0|0|0
3332|63,98|0|0|0|0|0|0|0|0
3333|2869,51|25,5901|0|0|25,5901|0|0|0|0
3336|2111,56|13,59|0|6,81|13,59|6,81|0|0|0
