,Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
247,9,248,058.0 127.0,19-4903CR-HY-063-1742-05801270-0000B-3,0,12.0,32.97,,25.013,,,,3,1.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,12.0,12.0,32.97,25.01,293.5,0.0,,,,,,,,,,0,,,,,,,,
248,9,249,058.0 127.0,19-4903CR-HY-063-1742-05801270-0009A-3,9,8.86,32.94,,25.528,,,,3,2.0,8.0,2.0,,9,9,8.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.0,8.86,,32.94,,,0.02,,,,,,,,,,9,,,,,,,,
249,9,250,058.0 127.0,19-4903CR-HY-063-1742-05801270-0010A-7,10,12.0,32.94,,24.99,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,12.0,12.0,32.94,24.99,295.9,0.02,,,,,,,,,,10,,,,,,,,
250,9,251,058.0 127.0,19-4903CR-HY-063-1742-05801270-0020A-7,20,11.99,32.94,,24.992,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,11.99,11.99,32.94,24.99,296.0,0.05,,,,,,,,,,20,,,,,,,,
251,9,252,058.0 127.0,19-4903CR-HY-063-1742-05801270-0022A-3,22,11.99,32.94,,24.992,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,22.0,11.99,11.99,32.94,24.99,296.0,0.06,,,,,,,,,,22,,,,,,,,
252,9,253,058.0 127.0,19-4903CR-HY-063-1742-05801270-0030A-7,30,11.99,32.963,,25.01,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,11.99,11.99,32.963,25.01,294.5,0.08,,,,,,,,,,30,,,,,,,,
253,9,254,058.0 127.0,19-4903CR-HY-063-1742-05801270-0044A-3,44,12.0,33.01,,25.045,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,44.0,12.0,11.99,33.01,25.04,291.6,0.13,,,,,,,,,,44,,,,,,,,
254,9,255,058.0 127.0,19-4903CR-HY-063-1742-05801270-0050A-7,50,11.95,33.0,,25.047,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,11.95,11.94,33.0,25.04,291.5,0.14,,,,,,,,,,50,,,,,,,,
255,9,256,058.0 127.0,19-4903CR-HY-063-1742-05801270-0067A-3,67,11.7,32.95,,25.055,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,67.0,11.7,11.69,32.95,25.05,291.2,0.19,,,,,,,,,,67,,,,,,,,
256,9,257,058.0 127.0,19-4903CR-HY-063-1742-05801270-0075A-7,75,11.57,32.983,,25.105,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,11.57,11.56,32.983,25.1,286.6,0.22,,,,,,,,,,75,,,,,,,,
257,9,258,058.0 127.0,19-4903CR-HY-063-1742-05801270-0090A-3,90,11.2,33.08,,25.247,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,90.0,11.2,11.19,33.08,25.24,273.3,0.26,,,,,,,,,,90,,,,,,,,
258,9,259,058.0 127.0,19-4903CR-HY-063-1742-05801270-0100A-7,100,10.67,33.15,,25.396,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,10.67,10.66,33.15,25.39,259.4,0.28,,,,,,,,,,100,,,,,,,,
259,9,260,058.0 127.0,19-4903CR-HY-063-1742-05801270-0125A-7,125,9.36,33.356,,25.776,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,9.36,9.35,33.356,25.77,223.5,0.34,,,,,,,,,,126,,,,,,,,
260,9,261,058.0 127.0,19-4903CR-HY-063-1742-05801270-0134A-3,134,8.88,33.44,,25.918,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,134.0,8.88,8.87,33.44,25.91,210.1,0.36,,,,,,,,,,135,,,,,,,,
261,9,262,058.0 127.0,19-4903CR-HY-063-1742-05801270-0150A-7,150,8.56,33.585,,26.081,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,8.56,8.54,33.585,26.08,194.8,0.4,,,,,,,,,,151,,,,,,,,
262,9,263,058.0 127.0,19-4903CR-HY-063-1742-05801270-0174A-3,174,8.31,33.78,,26.272,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,174.0,8.31,8.29,33.78,26.27,177.0,0.44,,,,,,,,,,175,,,,,,,,
263,9,264,058.0 127.0,19-4903CR-HY-063-1742-05801270-0200A-7,200,7.98,33.806,,26.342,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,7.98,7.96,33.806,26.34,170.7,0.49,,,,,,,,,,201,,,,,,,,
264,9,265,058.0 127.0,19-4903CR-HY-063-1742-05801270-0246A-3,246,,33.95,,,,,,3,,9.0,2.0,,9,9,9.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,246.0,,,33.95,,,0.56,,,,,,,,,,247,,,,,,,,
265,9,266,058.0 127.0,19-4903CR-HY-063-1742-05801270-0250A-7,250,7.38,33.952,,26.543,,,,7,3.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,7.38,7.36,33.952,26.54,152.3,0.57,,,,,,,,,,251,,,,,,,,
266,9,267,058.0 127.0,19-4903CR-HY-063-1742-05801270-0300A-7,300,6.86,33.946,,26.611,,,,7,3.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,6.86,6.83,33.946,26.61,146.4,0.64,,,,,,,,,,302,,,,,,,,
267,9,268,058.0 127.0,19-4903CR-HY-063-1742-05801270-0319A-3,319,6.68,33.98,,26.663,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,319.0,6.68,6.65,33.98,26.66,141.7,0.67,,,,,,,,,,321,,,,,,,,
268,9,269,058.0 127.0,19-4903CR-HY-063-1742-05801270-0400A-7,400,5.94,33.98,,26.759,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,5.94,5.91,33.98,26.75,133.1,0.78,,,,,,,,,,403,,,,,,,,
269,9,270,058.0 127.0,19-4903CR-HY-063-1742-05801270-0479A-3,479,5.34,33.98,,26.832,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,479.0,5.34,5.3,33.98,26.83,126.6,0.88,,,,,,,,,,482,,,,,,,,
270,9,271,058.0 127.0,19-4903CR-HY-063-1742-05801270-0500A-7,500,5.22,33.996,,26.859,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,5.22,5.18,33.996,26.85,124.2,0.91,,,,,,,,,,503,,,,,,,,
271,9,272,058.0 127.0,19-4903CR-HY-063-1742-05801270-0600A-7,600,4.73,34.082,,26.983,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,4.73,4.68,34.082,26.98,112.9,1.03,,,,,,,,,,604,,,,,,,,
272,9,273,058.0 127.0,19-4903CR-HY-063-1742-05801270-0700A-7,700,4.37,34.18,,27.101,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,4.37,4.32,34.18,27.1,102.4,1.13,,,,,,,,,,705,,,,,,,,
273,9,274,058.0 127.0,19-4903CR-HY-063-1742-05801270-0719A-3,719,4.32,34.2,,27.122,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,719.0,4.32,4.27,34.2,27.12,100.5,1.15,,,,,,,,,,725,,,,,,,,
274,9,275,058.0 127.0,19-4903CR-HY-063-1742-05801270-0800A-7,800,4.11,34.229,,27.168,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.11,4.05,34.229,27.16,96.6,1.23,,,,,,,,,,806,,,,,,,,
275,9,276,058.0 127.0,19-4903CR-HY-063-1742-05801270-0900A-7,900,3.84,34.266,,27.225,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,3.84,3.77,34.266,27.22,91.5,1.33,,,,,,,,,,907,,,,,,,,
276,9,277,058.0 127.0,19-4903CR-HY-063-1742-05801270-1000A-7,1000,3.58,34.304,,27.282,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,3.58,3.51,34.304,27.28,86.5,1.42,,,,,,,,,,1009,,,,,,,,
277,9,278,058.0 127.0,19-4903CR-HY-063-1742-05801270-1100A-7,1100,3.32,34.343,,27.338,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.0,3.32,3.24,34.343,27.33,81.3,1.5,,,,,,,,,,1110,,,,,,,,
278,9,279,058.0 127.0,19-4903CR-HY-063-1742-05801270-1144A-3,1144,3.2,34.36,,27.363,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1144.0,3.2,3.12,34.36,27.36,79.0,1.54,,,,,,,,,,1154,,,,,,,,
279,10,280,059.0 117.0,19-4903CR-HY-063-2354-05901170-0000B-3,0,11.7,32.88,,24.999,,,,3,1.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,11.7,11.7,32.88,24.99,294.9,0.0,,,,,,,,,,0,,,,,,,,
280,10,281,059.0 117.0,19-4903CR-HY-063-2354-05901170-0008A-3,8,11.62,32.84,,24.983,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,8.0,11.62,11.62,32.84,24.98,296.6,0.02,,,,,,,,,,8,,,,,,,,
281,10,282,059.0 117.0,19-4903CR-HY-063-2354-05901170-0010A-7,10,11.61,32.84,,24.985,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,11.61,11.61,32.84,24.98,296.5,0.03,,,,,,,,,,10,,,,,,,,
282,10,283,059.0 117.0,19-4903CR-HY-063-2354-05901170-0019A-3,19,11.58,32.84,,24.99,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,19.0,11.58,11.58,32.84,24.99,296.1,0.05,,,,,,,,,,19,,,,,,,,
283,10,284,059.0 117.0,19-4903CR-HY-063-2354-05901170-0020A-7,20,11.58,32.838,,24.989,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,11.58,11.58,32.838,24.98,296.3,0.05,,,,,,,,,,20,,,,,,,,
284,10,285,059.0 117.0,19-4903CR-HY-063-2354-05901170-0030A-7,30,11.58,32.821,,24.976,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,11.58,11.58,32.821,24.97,297.8,0.08,,,,,,,,,,30,,,,,,,,
285,10,286,059.0 117.0,19-4903CR-HY-063-2354-05901170-0039A-3,39,11.58,32.81,,24.968,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,39.0,11.58,11.58,32.81,24.96,298.8,0.11,,,,,,,,,,39,,,,,,,,
286,10,287,059.0 117.0,19-4903CR-HY-063-2354-05901170-0050A-7,50,11.56,32.847,,25.0,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,11.56,11.55,32.847,25.0,295.9,0.14,,,,,,,,,,50,,,,,,,,
287,10,288,059.0 117.0,19-4903CR-HY-063-2354-05901170-0059A-3,59,11.54,32.88,,25.03,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,59.0,11.54,11.53,32.88,25.03,293.3,0.17,,,,,,,,,,59,,,,,,,,
288,10,289,059.0 117.0,19-4903CR-HY-063-2354-05901170-0075A-7,75,11.31,32.827,,25.031,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,11.31,11.3,32.827,25.03,293.6,0.22,,,,,,,,,,75,,,,,,,,
289,10,290,059.0 117.0,19-4903CR-HY-063-2354-05901170-0079A-3,79,11.23,32.81,,25.032,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,79.0,11.23,11.22,32.81,25.03,293.6,0.23,,,,,,,,,,79,,,,,,,,
290,10,291,059.0 117.0,19-4903CR-HY-063-2354-05901170-0100A-7,100,10.82,32.936,,25.203,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,10.82,10.81,32.936,25.2,277.7,0.29,,,,,,,,,,100,,,,,,,,
291,10,292,059.0 117.0,19-4903CR-HY-063-2354-05901170-0120A-3,120,10.36,33.12,,25.426,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,120.0,10.36,10.35,33.12,25.42,256.8,0.34,,,,,,,,,,121,,,,,,,,
292,10,293,059.0 117.0,19-4903CR-HY-063-2354-05901170-0125A-7,125,10.21,33.147,,25.473,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,10.21,10.2,33.147,25.47,252.5,0.36,,,,,,,,,,126,,,,,,,,
293,10,294,059.0 117.0,19-4903CR-HY-063-2354-05901170-0150A-7,150,9.49,33.284,,25.699,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,9.49,9.47,33.284,25.69,231.3,0.42,,,,,,,,,,151,,,,,,,,
294,10,295,059.0 117.0,19-4903CR-HY-063-2354-05901170-0162A-3,162,9.16,33.35,,25.804,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,162.0,9.16,9.14,33.35,25.8,221.5,0.44,,,,,,,,,,163,,,,,,,,
295,10,296,059.0 117.0,19-4903CR-HY-063-2354-05901170-0200A-7,200,8.71,33.665,,26.122,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,8.71,8.69,33.665,26.12,192.0,0.52,,,,,,,,,,201,,,,,,,,
296,10,297,059.0 117.0,19-4903CR-HY-063-2354-05901170-0240A-3,240,8.49,33.95,,26.38,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,240.0,8.49,8.46,33.95,26.38,168.2,0.59,,,,,,,,,,241,,,,,,,,
297,10,298,059.0 117.0,19-4903CR-HY-063-2354-05901170-0250A-7,250,8.39,33.951,,26.396,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,8.39,8.36,33.951,26.39,166.8,0.61,,,,,,,,,,251,,,,,,,,
298,10,299,059.0 117.0,19-4903CR-HY-063-2354-05901170-0300A-7,300,7.91,33.957,,26.473,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,7.91,7.88,33.957,26.47,160.2,0.69,,,,,,,,,,302,,,,,,,,
299,10,300,059.0 117.0,19-4903CR-HY-063-2354-05901170-0326A-3,326,7.66,33.96,,26.512,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,326.0,7.66,7.63,33.96,26.51,156.8,0.73,,,,,,,,,,328,,,,,,,,
300,10,301,059.0 117.0,19-4903CR-HY-063-2354-05901170-0400A-7,400,6.99,34.03,,26.661,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,6.99,6.95,34.03,26.66,143.3,0.84,,,,,,,,,,403,,,,,,,,
301,10,302,059.0 117.0,19-4903CR-HY-063-2354-05901170-0491A-3,491,6.24,34.13,,26.84,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,491.0,6.24,6.2,34.13,26.84,127.0,0.97,,,,,,,,,,494,,,,,,,,
302,10,303,059.0 117.0,19-4903CR-HY-063-2354-05901170-0500A-7,500,6.17,34.134,,26.853,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,6.17,6.13,34.134,26.85,125.9,0.98,,,,,,,,,,503,,,,,,,,
303,10,304,059.0 117.0,19-4903CR-HY-063-2354-05901170-0600A-7,600,5.48,34.166,,26.964,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,5.48,5.43,34.166,26.96,115.9,1.1,,,,,,,,,,604,,,,,,,,
304,10,305,059.0 117.0,19-4903CR-HY-063-2354-05901170-0700A-7,700,4.89,34.18,,27.044,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,4.89,4.83,34.18,27.04,108.6,1.21,,,,,,,,,,705,,,,,,,,
305,10,306,059.0 117.0,19-4903CR-HY-063-2354-05901170-0734A-3,734,4.72,34.18,,27.063,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,734.0,4.72,4.66,34.18,27.06,106.9,1.25,,,,,,,,,,740,,,,,,,,
306,10,307,059.0 117.0,19-4903CR-HY-063-2354-05901170-0800A-7,800,4.53,34.198,,27.099,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.53,4.47,34.198,27.09,103.9,1.32,,,,,,,,,,806,,,,,,,,
307,10,308,059.0 117.0,19-4903CR-HY-063-2354-05901170-0900A-7,900,4.23,34.226,,27.154,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,4.23,4.16,34.226,27.15,99.1,1.42,,,,,,,,,,907,,,,,,,,
308,10,309,059.0 117.0,19-4903CR-HY-063-2354-05901170-1000A-7,1000,3.94,34.255,,27.207,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,3.94,3.86,34.255,27.2,94.4,1.52,,,,,,,,,,1008,,,,,,,,
309,10,310,059.0 117.0,19-4903CR-HY-063-2354-05901170-1100A-7,1100,3.65,34.285,,27.261,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.0,3.65,3.57,34.285,27.26,89.5,1.61,,,,,,,,,,1110,,,,,,,,
310,10,311,059.0 117.0,19-4903CR-HY-063-2354-05901170-1178A-3,1178,3.42,34.31,,27.303,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1178.0,3.42,3.33,34.31,27.3,85.5,1.68,,,,,,,,,,1189,,,,,,,,
311,11,312,059.0 107.0,19-4903CR-HY-064-0612-05901070-0000B-3,0,11.5,32.77,,24.95,,,,3,1.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,11.5,11.5,32.77,24.95,299.5,0.0,,,,,,,,,,0,,,,,,,,
312,11,313,059.0 107.0,19-4903CR-HY-064-0612-05901070-0008A-3,8,11.5,32.84,,25.005,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,8.0,11.5,11.5,32.84,25.0,294.5,0.02,,,,,,,,,,8,,,,,,,,
313,11,314,059.0 107.0,19-4903CR-HY-064-0612-05901070-0010A-7,10,11.5,32.843,,25.007,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,11.5,11.5,32.843,25.0,294.3,0.03,,,,,,,,,,10,,,,,,,,
314,11,315,059.0 107.0,19-4903CR-HY-064-0612-05901070-0020A-7,20,11.5,32.858,,25.019,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,11.5,11.5,32.858,25.01,293.4,0.05,,,,,,,,,,20,,,,,,,,
315,11,316,059.0 107.0,19-4903CR-HY-064-0612-05901070-0021A-3,21,11.5,32.86,,25.021,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,21.0,11.5,11.5,32.86,25.02,293.3,0.06,,,,,,,,,,21,,,,,,,,
316,11,317,059.0 107.0,19-4903CR-HY-064-0612-05901070-0030A-7,30,11.52,32.81,,24.978,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,11.52,11.52,32.81,24.97,297.5,0.08,,,,,,,,,,30,,,,,,,,
317,11,318,059.0 107.0,19-4903CR-HY-064-0612-05901070-0041A-3,41,11.53,32.75,,24.93,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,41.0,11.53,11.52,32.75,24.93,302.4,0.12,,,,,,,,,,41,,,,,,,,
318,11,319,059.0 107.0,19-4903CR-HY-064-0612-05901070-0050A-7,50,11.49,32.769,,24.952,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,11.49,11.48,32.769,24.95,300.5,0.14,,,,,,,,,,50,,,,,,,,
319,11,320,059.0 107.0,19-4903CR-HY-064-0612-05901070-0062A-3,62,11.42,32.83,,25.013,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,62.0,11.42,11.41,32.83,25.01,295.0,0.18,,,,,,,,,,62,,,,,,,,
320,11,321,059.0 107.0,19-4903CR-HY-064-0612-05901070-0075A-7,75,11.4,32.908,,25.077,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,11.4,11.39,32.908,25.07,289.2,0.22,,,,,,,,,,75,,,,,,,,
321,11,322,059.0 107.0,19-4903CR-HY-064-0612-05901070-0082A-3,82,11.37,32.95,,25.115,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,82.0,11.37,11.36,32.95,25.11,285.7,0.24,,,,,,,,,,82,,,,,,,,
322,11,323,059.0 107.0,19-4903CR-HY-064-0612-05901070-0100A-7,100,11.13,32.983,,25.185,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,11.13,11.12,32.983,25.18,279.5,0.29,,,,,,,,,,100,,,,,,,,
323,11,324,059.0 107.0,19-4903CR-HY-064-0612-05901070-0123A-3,123,10.63,33.04,,25.317,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,123.0,10.63,10.62,33.04,25.31,267.3,0.35,,,,,,,,,,124,,,,,,,,
324,11,325,059.0 107.0,19-4903CR-HY-064-0612-05901070-0125A-7,125,10.56,33.058,,25.344,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,10.56,10.55,33.058,25.34,264.8,0.36,,,,,,,,,,126,,,,,,,,
325,11,326,059.0 107.0,19-4903CR-HY-064-0612-05901070-0150A-7,150,9.73,33.302,,25.674,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,9.73,9.71,33.302,25.67,233.8,0.42,,,,,,,,,,151,,,,,,,,
326,11,327,059.0 107.0,19-4903CR-HY-064-0612-05901070-0167A-3,167,9.17,33.49,,25.912,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,167.0,9.17,9.15,33.49,25.91,211.4,0.46,,,,,,,,,,168,,,,,,,,
327,11,328,059.0 107.0,19-4903CR-HY-064-0612-05901070-0200A-7,200,8.66,33.706,,26.162,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,8.66,8.64,33.706,26.16,188.2,0.52,,,,,,,,,,201,,,,,,,,
328,11,329,059.0 107.0,19-4903CR-HY-064-0612-05901070-0247A-3,247,8.28,33.89,,26.364,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,247.0,8.28,8.25,33.89,26.36,169.7,0.61,,,,,,,,,,248,,,,,,,,
329,11,330,059.0 107.0,19-4903CR-HY-064-0612-05901070-0250A-7,250,8.25,33.898,,26.375,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,8.25,8.22,33.898,26.37,168.7,0.61,,,,,,,,,,251,,,,,,,,
